id,retweet_count,user_favourites_count,user_listed_count,user_friends_count,user_statuses_count,favorite_count
2,0,51,2,309,5907,0
2,0,558,5,88,3137,0
2,0,0,6,10,242091,0
2,0,0,6,10,242091,0
2,0,0,5,9,263958,0
2,0,0,5,9,263958,0
2,0,3112,30,267,4117,1
2,1,944,4,1961,771,0
2,0,49,23,0,3886,0
2,0,4914,218,6764,4123,0
2,0,959,3,737,1417,0
2,0,138,29,309,18804,0
2,1,102008,417,1044,234169,0
2,1,5766,15,993,14361,0
2,1,3458,337,6310,15866,3
2,0,0,68,40,432410,0
2,1,1003,7,382,2771,1
2,0,0,15,36,152837,0
2,0,12,0,29,59,1
2,0,7,142,265,204060,0
2,0,6,49,6741,5332,1
2,0,0,4,1512,615,0
2,1,9555,262,123,21160,0
2,0,46,4,1070,2177,1
2,0,0,68,40,432410,0
2,2,429,9,222,3295,0
2,0,12,0,29,59,0
2,2,2855,89,287,6646,3
2,0,0,37,22,44467,0
2,0,1541,59,115,6609,0
2,0,6,9,71,113199,0
2,0,0,3,13,159878,0
2,0,46,4,1070,2177,0
2,0,2264,27,13,2784,1
2,1,7,2,207,2290,0
2,0,101,123,446,11355,5
2,0,1943,8,4,9896,0
2,0,225,4,100,227,0
2,1,907,13,2281,1113,0
2,1,18863,193,2708,23644,1
2,0,309,0,6,605,0
2,0,22,0,3,12,0
2,0,46,4,1070,2177,1
2,0,309,0,6,605,0
2,1,613,0,126,546,0
2,0,8,3,3127,676,1
2,2,4498,161,2721,6003,0
2,1,7387,35,1008,4761,0
2,0,1668,18,451,4641,0
2,2,2518,41,383,6605,6
2,0,187,2,199,246,0
2,0,187,2,199,246,0
2,0,187,2,199,246,0
2,0,0,0,0,45,0
2,0,8,129,1278,25879,3
2,1,8313,182,30,6476,13
2,0,4,4,11,2697,0
2,1,45,61,61,1750,5
2,1,3112,30,267,4117,0
2,1,2501,104,266,31712,3
2,0,46,4,1070,2177,0
2,1,23201,313,50,64303,0
2,0,0,0,0,24,0
2,1,575,2,132,784,4
2,0,23201,313,50,64303,4
2,0,0,147,0,760302,0
2,0,0,139,6,621297,0
2,0,0,3,13,159878,0
2,0,6,9,71,113199,0
2,0,0,68,40,432410,0
2,0,109,1,0,465,0
2,0,39,46,39,27320,0
2,0,0,15,36,152837,0
2,0,0,68,40,432410,0
2,0,0,21,23,70497,0
2,0,0,68,40,432410,0
2,0,0,139,6,621297,0
2,0,0,147,0,760302,0
2,0,0,6,10,242091,0
2,0,0,68,40,432410,0
2,0,0,5,9,263958,0
2,0,30,1112,3482,263555,0
2,0,678,157,4888,24099,0
2,0,6108,78,1315,39970,0
2,0,7733,70,121,15580,0
2,0,0,147,0,760302,0
2,0,516,243,8609,287726,0
2,0,3788,33,3027,9703,0
2,0,16,3320,35,488304,0
2,0,0,15,36,152837,0
2,0,0,198,11,1147113,0
2,0,0,198,11,1147113,0
2,0,42,88,185,9667,0
2,0,0,137,10,731062,0
2,0,524,75,437,6551,4
2,0,204,43,786,2288,0
2,0,5747,64,223,4549,0
2,1,934,93,4740,17408,0
2,0,11783,26,112,10816,0
2,0,3,0,0,707,0
2,1,31426,116,10041,17624,0
2,0,799,2,631,35101,0
2,1,9202,90,776,28965,0
2,0,1151,251,79,29382,0
2,0,0,126,1,8083,0
2,4,4887,0,249,9876,0
2,0,5277,47,1208,5699,0
2,0,5277,47,1208,5699,0
2,0,21,159,293,43298,0
2,4,2994,19,3613,1398,0
2,1,8,1288,20,248989,0
2,0,601,24,442,9124,0
2,1,7,13,54,3427,0
2,0,0,23,4,11680,0
2,1,118,0,810,594,0
2,0,0,169,5,223627,0
2,0,0,0,0,19,0
2,0,7892,5,451,3042,0
2,0,21,159,293,43298,0
2,0,643,41,1415,36495,0
2,0,519,6,935,16551,0
2,0,7,80,1594,10408,0
2,0,874,3,62,795,0
2,0,1894,585,15700,35045,0
2,0,7,80,1594,10408,0
2,0,0,126,1,8083,0
2,0,131,264,4233,8538,0
2,0,0,40,1314,10658,0
2,0,1,34,27,34489,0
2,0,1943,8,4,9896,0
2,6,558,14,4,2542,0
2,0,0,0,0,23,0
2,6,18,35,2,745,0
2,0,0,180,6,396914,0
2,1,4933,253,4993,16916,0
2,1,4933,253,4993,16916,0
2,6,139,0,2,710,0
2,1,4933,253,4993,16916,0
2,1,4933,253,4993,16916,0
2,0,4933,253,4993,16916,0
2,6,335,9,5,493,0
2,6,83,43,5290,247,0
2,0,21,159,293,43298,0
2,6,186,5,3,808,0
2,0,4918,1,316,1897,1
2,0,21512,154,459,53857,1
2,0,22462,252,2400,9857,0
2,6,1,0,0,45,6
2,0,293,280,3084,35777,0
2,0,1268,43,909,26240,0
2,0,105,4,98,639,1
2,0,666,25,301,21434,1
2,0,1,34,27,34489,0
2,1,7252,6,1689,11266,0
2,0,131,264,4233,8538,0
2,0,21,159,293,43298,0
2,0,0,126,1,8083,0
2,0,32,42,1044,16493,0
2,0,2129,141,1088,293093,0
2,2,1063,218,1017,26133,0
2,4,0,143,2011,22295,0
2,1,0,40,1314,10658,0
2,0,713,29,660,115983,0
2,0,1,34,27,34489,0
2,4,0,104,1957,16719,0
2,0,761,194,3427,109194,0
2,0,282,60,390,19289,0
2,0,1174,9,2346,6447,1
2,2,906,59,365,16385,0
2,0,0,59,66,15167,0
2,0,0,50,40,31380,0
2,0,0,139,6,621297,0
2,0,0,56,0,161566,0
2,0,6,9,71,113199,0
2,0,0,3,13,159878,0
2,0,0,15,36,152837,0
2,0,0,198,11,1147113,0
2,0,0,198,11,1147113,0
2,0,0,82,10,506243,0
2,0,0,198,11,1147113,0
2,0,0,68,40,432410,0
2,0,0,6,10,242091,0
2,0,0,5,9,263958,0
2,0,0,139,6,621297,0
2,0,36,95,428,53494,0
2,0,0,5,9,263958,0
2,0,0,6,10,242091,0
2,6,2389,5,343,9663,0
2,0,678,157,4888,24099,1
2,0,0,0,0,23,0
2,3,56,4,312,635,0
2,3,866,180,85,239225,0
2,0,7195,958,0,213651,0
2,3,1051,7623,4857,32573,5
2,0,1943,8,4,9896,0
2,1,1509,62,1438,7420,0
2,0,516,243,8609,287726,0
2,0,0,154,0,217124,0
2,1,16,3320,35,488304,2
2,0,0,15,462,19277,0
2,0,3,28,63,2217,0
2,0,1786,1056,1011,11897,0
2,39,21,0,55,80,0
2,0,790,84,994,2705,0
2,6,10,14,14,1209,0
2,0,0,5,9,263958,0
2,0,6,9,71,113199,0
2,0,192,16,2429,7037,0
2,36,5812,1804,3812,981,0
2,0,1053,40,3786,5535,0
2,0,0,7,14,118385,0
2,0,55,40,850,86184,0
2,1,11287,25,4961,19221,0
2,1,233,11,850,1128,1
2,0,0,7,14,118385,0
2,1,89,6,488,736,0
2,1,143,518,687,35033,1
2,1,9320,23,3030,20757,0
2,1,7,21,65,1271,1
2,0,1340,100,1433,3543,1
2,0,0,147,0,760302,0
2,6,946,0,2129,1869,0
2,0,9,1,265,182,0
2,16,60,0,128,243,0
2,0,9,1740,586,12306,0
2,16,914,1,93,26,0
2,0,1053,40,3786,5535,0
2,0,9,1,265,182,0
2,0,112,86,144,3613,0
2,0,0,147,0,760302,0
2,16,4934,25,86,2036,0
2,3,3798,188,2547,10522,0
2,0,0,3,10,106161,0
2,0,42,88,185,9667,0
2,3,355,3,274,306,0
2,0,0,68,40,432410,0
2,0,218,0,2,104,2
2,0,0,5,9,263958,0
2,0,0,6,10,242091,0
2,0,0,117,56,394551,0
2,0,0,198,11,1147113,0
2,0,0,82,10,506243,0
2,0,0,198,11,1147113,0
2,3,11,244,918,54695,0
2,0,516,243,8609,287726,0
2,0,0,199,9,397413,0
2,0,16,3320,35,488304,0
2,3,7133,923,695,13704,5
2,0,29,143,245,30208,0
2,1,10473,211,276,21969,0
2,0,1196,166,7801,24896,0
2,0,1424,18,206,1866,1
2,0,798,24,154,9334,1
2,0,42,88,185,9667,0
2,39,521,1,204,1926,0
2,0,22792,136,66,59557,0
2,0,1,120,8,45616,0
2,39,2276,53,99,9181,0
2,0,367,18,1896,1476,0
2,0,0,117,56,394551,0
2,0,0,68,40,432410,0
2,0,0,82,10,506243,0
2,0,0,20,120,2715,0
2,0,0,0,0,43,0
2,0,7,13,22,3453,0
2,0,0,68,40,432410,0
2,0,6,9,71,113199,0
2,0,6,9,71,113199,0
2,0,0,68,40,432410,0
2,0,367,18,1896,1476,1
2,0,0,5,9,263958,0
2,0,0,82,10,506243,0
2,0,0,117,56,394551,0
2,0,0,15,36,152837,0
2,0,42,88,185,9667,0
2,1,840,9,1105,2247,0
2,0,26,307,49,9473,0
2,1,194,0,82,62,0
2,0,0,6,10,242091,0
2,0,0,5,9,263958,0
2,0,0,68,40,432410,0
2,0,0,137,10,731062,0
2,0,0,137,10,731062,0
2,0,7,13,22,3453,0
2,0,0,0,9,23316,0
2,0,0,6,10,242091,0
2,1,24967,212,2330,10494,0
2,0,0,207,10,573191,0
2,0,0,823,0,514545,0
2,0,0,147,0,760302,0
2,0,1,19,26,12332,0
2,0,0,6,10,242091,0
2,0,0,68,40,432410,0
2,0,0,5,9,263958,0
2,0,0,68,40,432410,0
2,0,15,413,4,725222,0
2,0,2,0,14,54,0
2,11,287,0,52,334,0
2,0,42,88,185,9667,0
2,0,284,25,38,3828,0
2,0,0,0,0,24,0
2,0,6,9,71,113199,0
2,0,0,15,36,152837,0
2,0,0,3,13,159878,0
2,0,0,139,6,621297,0
2,0,1482,193,6674,18450,0
2,0,6,17,2,2902,0
2,0,1482,193,6674,18450,0
2,3,51,2,309,5907,2
2,0,1482,193,6674,18450,0
2,1,72,51,3201,1203,0
2,1,12,2,178,92,2
2,0,123,30,68,2629,0
2,0,72,113,1658,15914,0
2,0,741,24,680,551,1
2,0,328,131,1407,40516,0
2,0,1482,193,6674,18450,0
2,1,51,2,309,5907,2
2,0,0,102,39,72099,0
2,0,0,180,6,396914,0
2,0,5627,203,98,14455,1
2,0,0,167,259,394561,0
2,0,1482,193,6674,18450,0
2,0,1482,193,6674,18450,0
2,0,0,7,14,118385,0
2,0,0,5,9,263958,0
2,0,0,6,10,242091,0
2,0,0,7,14,118385,0
2,0,6,9,71,113199,0
2,0,0,7,14,118385,0
2,0,0,7,14,118385,0
2,0,10,12,103,65810,0
2,0,611,1,53,312,0
2,0,0,117,56,394551,0
2,0,0,82,10,506243,0
2,0,6,9,71,113199,0
2,0,0,3,13,159878,0
2,0,0,68,40,432410,0
2,0,0,139,6,621297,0
2,0,0,6,10,242091,0
2,0,0,5,9,263958,0
2,0,25488,515,988,208992,0
2,0,0,139,6,621297,0
2,0,0,139,6,621297,0
2,0,0,139,6,621297,0
2,0,0,139,6,621297,0
2,0,0,823,0,514545,0
2,0,0,26,0,22613,0
2,0,0,26,0,22613,0
2,0,0,40,15,32981,0
2,0,0,154,0,217124,0
2,0,0,1360,9,509117,0
2,0,30,1112,3482,263555,0
2,0,0,198,11,1147113,0
2,0,0,82,10,506243,0
2,0,0,198,11,1147113,0
2,0,0,15,36,152837,0
2,0,0,117,56,394551,0
2,0,0,4,51,3593,0
2,0,22,112,1455,230411,0
2,0,9962,356,250,69526,0
2,0,9962,356,250,69526,0
2,0,9962,356,250,69526,0
2,0,0,207,10,573191,0
2,0,2,6,75,21539,0
2,0,3,7,101,504,0
2,0,0,154,0,217124,0
2,0,0,1360,9,509117,0
2,0,0,161,0,342996,0
2,0,0,207,10,573191,0
2,0,304,88,2615,39654,0
2,0,1,19,26,12332,0
2,0,795,12,233,9129,0
2,0,795,12,233,9129,0
2,0,38,23,199,145924,0
2,0,42,88,185,9667,0
2,0,95,52,88,202303,0
2,0,0,5,9,263958,0
2,0,0,6,10,242091,0
2,0,0,198,11,1147113,0
2,0,0,198,11,1147113,0
2,0,0,15,36,152837,0
2,0,0,7,14,118385,0
2,0,0,139,6,621297,0
2,0,0,6,10,242091,0
2,0,0,5,9,263958,0
2,0,0,68,40,432410,0
2,0,0,82,10,506243,0
2,0,0,117,56,394551,0
2,0,0,68,40,432410,0
2,0,39,0,662,31034,0
2,0,0,139,6,621297,0
2,0,0,1,27,191,0
2,1,41,5,80,899,0
2,0,177383,40,679,1510,2
2,1,5364,139,624,16003,1
2,0,0,7,14,118385,0
2,0,0,15,36,152837,0
2,0,0,82,10,506243,0
2,0,0,111,7,63259,0
2,0,7,14,8,54911,0
2,0,26,116,1,191164,0
2,0,42,88,185,9667,0
2,0,0,5,9,263958,0
2,0,0,68,40,432410,0
2,0,0,6,10,242091,0
2,0,0,21,23,70497,0
2,0,0,21,23,70497,0
2,0,634,129,1969,15271,4
2,0,2,6,75,21539,0
2,0,2,6,75,21539,0
2,0,2,6,75,21539,0
2,0,0,0,0,22,0
2,0,2,6,75,21539,0
2,0,0,56,0,161566,0
2,0,143,518,687,35033,3
2,0,6108,78,1315,39970,0
2,0,0,117,56,394551,0
2,0,0,15,36,152837,0
2,0,0,198,11,1147113,0
2,0,0,7,14,118385,0
2,0,6,9,71,113199,0
2,0,192,16,2428,7037,0
2,0,0,7,14,118385,0
2,0,0,3,13,159878,0
2,0,55,40,850,86184,0
2,0,0,132,36,12818,0
2,15,0,0,5,11,0
2,7,0,0,5,11,0
2,15,0,0,5,11,0
2,0,0,15,36,152837,0
2,0,362,14,551,1164,0
2,10,829,6,1434,14121,0
2,0,1,25,2,22134,0
2,0,39,46,39,27320,0
2,0,0,147,0,760302,0
2,0,0,7,14,118385,0
2,0,12850,360,27580,30635,0
2,0,42,88,185,9667,0
2,0,0,3,13,159878,0
2,0,6,9,71,113199,0
2,0,0,8,4,718,1
2,0,0,198,11,1147113,0
2,0,0,82,10,506243,0
2,0,0,198,11,1147113,0
2,0,0,198,11,1147113,0
2,0,0,15,36,152837,0
2,0,0,15,36,152837,0
2,0,0,117,56,394551,0
2,0,0,3,10,106161,0
2,0,0,117,56,394551,0
2,0,0,6,10,242091,0
2,0,0,198,11,1147113,0
2,0,0,82,10,506243,0
2,0,0,5,9,263958,0
2,0,0,15,36,152837,0
2,0,0,198,11,1147113,0
2,0,0,137,10,731062,0
2,0,0,3,10,106161,0
2,0,0,198,11,1147113,0
2,0,0,183,8,1035365,0
2,17,6825,160,196,7036,0
2,17,6827,161,138,7074,0
2,17,4502,62,67,4487,0
2,17,6726,162,122,7081,0
2,17,6899,166,107,7099,0
2,17,6695,169,109,7123,0
2,17,6752,178,1209,7148,0
2,17,6779,130,115,7211,0
2,17,6785,190,113,7193,0
2,17,6655,159,111,7219,0
2,17,6771,160,110,7193,0
2,17,6779,176,767,7023,0
2,17,6802,119,108,6973,0
2,17,6803,167,101,7109,0
2,17,6692,175,124,7075,0
2,17,6332,145,84,6759,0
2,17,51,2,309,5907,33
2,0,114,159,521,4600,0
2,15,9691,8,119,2471,0
2,0,0,117,56,394551,0
2,0,0,7,14,118385,0
2,0,0,82,10,506243,0
2,0,42,88,185,9667,0
2,0,2774,161,25,98735,0
2,0,0,7,14,118385,0
2,0,13625,12,15,76,0
2,0,6,9,71,113199,0
2,0,0,68,40,432410,0
2,0,0,3,13,159878,0
2,0,10,12,103,65810,0
2,0,0,6,10,242091,0
2,0,0,5,9,263958,0
2,0,0,139,6,621297,0
2,0,0,40,15,32981,0
2,0,30,1112,3482,263555,0
2,0,0,199,9,397413,0
2,0,0,154,0,217124,0
2,0,0,1360,9,509117,0
2,0,0,102,39,72099,0
2,0,0,161,0,354010,0
2,0,0,167,259,394561,0
2,0,42,88,185,9667,0
2,0,0,50,40,31380,0
2,0,4,0,42,9536,0
2,0,4,0,42,9536,0
2,0,4,0,42,9536,0
2,0,140,5,86,603,1
2,0,59,0,328,1135,1
2,0,376,64,3,47268,1
2,0,376,64,3,47268,1
2,1,62559,319,728,232478,0
2,1,5596,95,226,13614,0
2,2,1014,0,242,1698,0
2,0,0,5,9,263958,0
2,0,0,6,10,242091,0
2,0,0,68,40,432410,0
2,2,510,7,166,1683,0
2,1,218,25,34,4024,2
2,2,628,0,68,412,4
2,0,0,7,14,118385,0
2,0,0,7,14,118385,0
2,0,51,2,309,5907,0
2,1,21481,187,81,25146,1
2,0,7,142,265,204060,0
2,0,59,0,328,1135,0
2,0,59,0,328,1135,0
2,0,241,12,182,12456,0
2,0,0,92,2,100127,0
2,0,0,102,39,72099,1
2,0,0,207,10,573191,0
2,0,18726,23,715,7744,2
2,0,42,88,185,9667,0
2,0,0,95,40,27650,0
2,1,2461,85,1388,26758,0
2,0,4,84,29,6883,0
2,0,601,24,442,9124,0
2,0,601,24,442,9124,0
2,0,601,24,442,9124,0
2,0,601,24,442,9124,0
2,0,601,24,442,9124,0
2,0,1196,166,7801,24896,1
2,1,628,0,68,412,1
2,0,0,68,40,432410,0
2,1,0,139,6,621297,1
2,0,0,0,9,23316,0
2,0,601,24,442,9124,0
2,0,601,24,442,9124,1
2,0,0,198,11,1147113,0
2,0,0,15,36,152837,0
2,0,0,198,11,1147113,0
2,0,0,147,0,760302,0
2,0,42,88,185,9667,0
2,0,0,111,7,63259,0
2,0,0,111,7,63259,0
2,0,0,198,11,1147113,0
2,0,0,139,6,621297,0
2,0,0,82,10,506243,0
2,0,0,198,11,1147113,0
2,0,0,15,36,152837,0
2,0,0,117,56,394551,0
2,0,36,95,428,53494,0
2,0,0,2,0,5211,0
2,0,0,5,9,263958,0
2,0,0,3,10,106161,0
2,0,0,207,10,573191,0
2,0,0,147,0,760302,0
2,0,0,139,6,621297,0
2,0,328,131,1407,40516,0
2,0,0,154,0,217124,0
2,0,0,1360,9,509117,0
2,0,0,102,39,72099,0
2,0,42,88,185,9667,0
2,0,571,21,220,6170,0
2,0,0,147,0,760302,0
2,0,42,88,185,9667,0
2,0,0,6,10,242091,0
2,0,0,5,9,263958,0
2,0,0,68,40,432410,0
2,0,0,147,0,760302,0
2,0,0,198,11,1147113,0
2,0,0,198,11,1147113,0
2,0,0,15,36,152837,0
2,0,0,198,11,1147113,0
2,0,0,15,36,152837,0
2,0,0,198,11,1147113,0
2,0,123,30,68,2629,0
2,0,42,88,185,9667,0
2,0,0,3,10,106161,0
2,4,11600,1,273,14789,0
2,4,1696,0,243,3298,0
2,0,177383,40,679,1510,2
2,0,1943,8,4,9896,0
2,0,0,198,11,1147113,0
2,0,0,198,11,1147113,0
2,0,26,116,1,191164,0
2,0,0,68,40,432410,0
2,0,0,5,9,263958,0
2,0,0,6,10,242091,0
2,0,0,147,0,760302,0
2,0,1943,8,4,9896,0
2,0,0,68,40,432410,0
2,0,0,3,13,159878,0
2,0,6,9,71,113199,0
2,0,26,116,1,191164,0
2,0,526,46,2112,12141,0
2,0,302,12,0,24981,0
2,0,33,76,44,60818,0
2,0,302,12,0,24981,0
2,0,302,12,0,24981,0
2,0,302,12,0,24981,0
2,0,302,12,0,24981,0
2,0,302,12,0,24981,0
2,0,302,12,0,24981,0
2,0,302,12,0,24981,0
2,0,302,12,0,24981,0
2,0,302,12,0,24981,0
2,0,302,12,0,24981,0
2,0,302,12,0,24981,0
2,0,42,88,185,9667,0
2,0,0,0,9,23316,0
2,0,0,139,6,621297,0
2,0,0,68,40,432410,0
2,0,0,6,10,242091,0
2,0,0,5,9,263958,0
2,1,78,7,23,157,0
2,0,0,5,9,263958,0
2,0,0,68,40,432410,0
2,0,0,6,10,242091,0
2,0,0,5,9,263958,0
2,0,0,147,0,760302,0
2,2,0,1,1970,1093,0
2,0,42,88,185,9667,0
2,2,0,20,2151,3320,0
2,0,0,68,40,432410,0
2,0,0,139,6,621297,0
2,0,7,25,10,69268,0
2,0,42,88,185,9667,0
2,0,0,6,10,242091,0
2,0,0,3,10,106161,0
2,0,0,5,9,263958,0
2,0,42,88,185,9667,0
2,0,18,11,37,2956,1
2,0,0,7,14,118385,0
2,0,0,15,36,152837,0
2,0,0,82,10,506243,0
2,0,0,7,14,118385,0
2,0,0,117,56,394551,0
2,3,1518,2,215,1008,0
2,0,1087,89,307,9444,0
2,0,636,5,220,4290,0
2,0,8,32,5,41435,0
2,3,746,12,1647,922,0
2,3,102009,417,1044,234170,0
2,3,868,60,338,4813,1
2,0,26,116,1,191164,0
2,0,131,154,21080,62461,0
2,0,0,2,0,5211,0
2,0,131,154,21080,62461,0
2,0,131,154,21080,62461,1
2,0,0,92,2,100127,0
2,0,131,154,21080,62461,0
2,0,131,154,21080,62461,0
2,0,131,154,21080,62461,0
2,0,131,154,21080,62461,0
2,0,131,154,21080,62461,0
2,0,15,87,51,62631,0
2,0,15,87,51,62631,0
2,0,0,68,40,432410,0
2,0,131,154,21080,62461,0
2,0,8,32,5,41435,0
2,0,15,87,51,62631,0
2,0,1093,38,4997,1646,0
2,0,131,154,21080,62461,0
2,0,0,0,30,548,0
2,0,0,1,30,548,0
2,0,131,154,21080,62461,0
2,0,131,154,21080,62461,0
2,0,0,0,30,548,0
2,0,0,1,30,548,0
